"""Preview""","""Collection""","""Sequence Number""","""Product ID""","""RA (J2000.0)""","""Dec. (J2000.0)""","""Target Name""","""Start Date""","""Int. Time""","""Instrument""","""Filter""","""Cal. Lev.""","""Obs. Type""","""Proposal ID""","""P.I. Name""","""Data Release""","""Obs. ID""","""Min. Wavelength""","""Max. Wavelength""","""Field of View""","""Shape""","""Pixel Scale""","""Resolving Power""","""End Date""","""Data Type""","""Moving Target""","""Provenance Name""","""Provenance Keywords""","""Intent""","""Target Type""","""Target Standard""","""Target Keywords""","""Meta Release""","""Algorithm Name""","""Proposal Title""","""Proposal Keywords""","""IQ""","""Instrument Keywords""","""Molecule""","""Transition""","""Proposal Project""","""Band""","""Prov. Reference""","""Prov. Version""","""Prov. Project""","""Prov. Producer""","""Prov. Run ID""","""Prov. Last Executed""","""Prov. Inputs""","""Rest-frame Energy""","""Quality""","""planeID""","""DOWNLOADABLE""","""Publisher ID"""
caom:CFHT/3020061,CFHT,3020061,3020061s,188.38599999430858,-10.146222000145485,WASP-107,60433.4551735,690.918,SPIRou,,2,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020061,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.46317023611,spectrum,,DRS,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,0.7.290,STANDARD PIPELINE,CFHT,24Ap03,2024-10-29T23:42:05.000,caom:CFHT/3020061/3020061o,,,6afdb758-9149-4e92-a8d7-cf0b9c449558,,ivo://cadc.nrc.ca/CFHT?3020061/3020061s
caom:CFHT/2876019,CFHT,2876019,2876019o,188.3860420010485,-10.146221999973179,WASP107,60098.3435893,601.767,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2876019,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60098.35061868657,spectrum,,fitspipe,,science,,0,,2023-06-03T08:02:23.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,23Ap04,,,,,9711fff3-1ef6-4fcc-8dc5-3ebd50f0a2b9,ivo://cadc.nrc.ca/CFHT?2876019/2876019o,ivo://cadc.nrc.ca/CFHT?2876019/2876019o
caom:CFHT/2876019,CFHT,2876019,2876019r,188.3860420010485,-10.146221999973179,WASP107,60098.3435893,601.767,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2876019,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60098.350618689816,spectrum,,,,science,,0,,2023-06-03T08:02:23.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,,,,,,,,,,5fb217a8-7b2c-427c-80b7-7707b80d9e77,ivo://cadc.nrc.ca/CFHT?2876019/2876019r,ivo://cadc.nrc.ca/CFHT?2876019/2876019r
caom:CFHT/2876178,CFHT,2876178,2876178o,188.3860420010485,-10.146221999973179,WASP107,60099.375912,601.767,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2876178,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60099.382941386575,spectrum,,fitspipe,,science,,0,,2023-06-04T08:27:40.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,23Ap04,,,,,8ed6c9e8-d4ef-4ca2-8d33-3093234c74eb,ivo://cadc.nrc.ca/CFHT?2876178/2876178o,ivo://cadc.nrc.ca/CFHT?2876178/2876178o
caom:CFHT/2876178,CFHT,2876178,2876178r,188.3860420010485,-10.146221999973179,WASP107,60099.375912,601.767,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2876178,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60099.38294138982,spectrum,,,,science,,0,,2023-06-04T08:27:40.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,,,,,,,,,,3fd686b8-8ceb-4f11-867f-d01c7296d3af,ivo://cadc.nrc.ca/CFHT?2876178/2876178r,ivo://cadc.nrc.ca/CFHT?2876178/2876178r
caom:CFHT/2872146,CFHT,2872146,2872146o,188.3860420010485,-10.146221999973179,WASP107,60070.3838742,484.757,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2872146,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60070.38954930417,spectrum,,fitspipe,,science,,0,,2023-05-06T08:59:05.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,23Ap03,,,,,f9eb6a81-131d-4e24-9f73-97ed6f0fcd29,ivo://cadc.nrc.ca/CFHT?2872146/2872146o,ivo://cadc.nrc.ca/CFHT?2872146/2872146o
caom:CFHT/2872146,CFHT,2872146,2872146r,188.3860420010485,-10.146221999973179,WASP107,60070.3838742,484.757,SPIRou,,1,OBJECT,23AO35,Lauren Doyle,2024-08-31T00:00:00.000,2872146,9.55E-7,2.515E-6,1.2840038889072591E-7,polygon 188.38585998849211 -10.14640116494985 188.38585998869587 -10.146042834949853 188.3862240113041 -10.146042834949867 188.38622401150786 -10.14640116494985,1.2899880000000001,73000.0,60070.389549303705,spectrum,,,,science,,0,,2023-05-06T08:59:05.000,exposure,"Probing magnetic fields, spot properties and the planetary atmosphere of the WASP-107 system with SPIRou",,,,,,,Infrared|Optical,,,,,,,,,,9d90d578-3d36-4817-a7b8-c581a65f0717,ivo://cadc.nrc.ca/CFHT?2872146/2872146r,ivo://cadc.nrc.ca/CFHT?2872146/2872146r
caom:CFHT/2991534,CFHT,2991534,2991534g,188.3860000043086,-10.146222222112073,WASP-107,60370.40399305556,0.09,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,2991534,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60370.40405868056,image,,DRS,,science,,0,,2024-03-01T09:41:45.000,exposure,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,2d285393-17b2-43f5-bb63-f48ef0b17570,,ivo://cadc.nrc.ca/CFHT?2991534/2991534g
caom:CFHT/2991534,CFHT,2991534,2991534o,188.38599999430858,-10.146222000145485,WASP-107,60370.4039863,5.572,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,2991534,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60370.40411528148,spectrum,,fitspipe,,science,,0,,2024-03-01T08:51:25.000,exposure,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap01,,,,,d73054af-3201-466d-b895-d5b584ceaa63,,ivo://cadc.nrc.ca/CFHT?2991534/2991534o
caom:CFHT/2991534,CFHT,2991534,2991534r,188.38599999430858,-10.146222000145485,WASP-107,60370.4039863,5.572,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,2991534,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60370.40411527963,spectrum,,,,science,,0,,2024-03-01T08:51:25.000,exposure,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,33f63136-ed01-455b-931d-b15ffa231201,,ivo://cadc.nrc.ca/CFHT?2991534/2991534r
caom:CFHT/2991533,CFHT,2991533,2991533o,188.38599999430858,-10.146222000145485,WASP-107,60370.3957481,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,2991533,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60370.40374483611,spectrum,,fitspipe,,science,,0,,2024-03-01T08:51:25.000,exposure,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap01,,,,,70c37b0e-5828-42d2-a37d-4ca002d29f7e,,ivo://cadc.nrc.ca/CFHT?2991533/2991533o
caom:CFHT/2991533,CFHT,2991533,2991533r,188.38599999430858,-10.146222000145485,WASP-107,60370.3957481,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,2991533,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60370.40374483704,spectrum,,,,science,,0,,2024-03-01T08:51:25.000,exposure,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,0fd43321-325f-4524-8f05-82e24bf19c6b,,ivo://cadc.nrc.ca/CFHT?2991533/2991533r
caom:CFHT/3020042,CFHT,3020042,3020042g,188.3860000043086,-10.146222222112073,WASP-107,60433.29945601852,0.049999999999999996,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020042,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.30626331019,image,,DRS,,science,,0,,2024-05-03T07:11:13.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,44439e6d-59f9-4522-9561-74912f8fa50d,,ivo://cadc.nrc.ca/CFHT?3020042/3020042g
caom:CFHT/3020042,CFHT,3020042,3020042o,188.38599999430858,-10.146222000145485,WASP-107,60433.2994526,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020042,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.307449336105,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,545da14c-bdac-4ebb-b600-23b6e8b64843,,ivo://cadc.nrc.ca/CFHT?3020042/3020042o
caom:CFHT/3020042,CFHT,3020042,3020042r,188.38599999430858,-10.146222000145485,WASP-107,60433.2994526,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020042,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.30744933704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,e124f266-6d9f-483c-a7ca-861a10e323cf,,ivo://cadc.nrc.ca/CFHT?3020042/3020042r
caom:CFHT/3020041,CFHT,3020041,3020041g,188.3860000043086,-10.146222222112073,WASP-107,60433.29126157407,0.05,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020041,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.29807233796,image,,DRS,,science,,0,,2024-05-03T06:59:25.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,6d06e61b-bcbf-42d1-9f52-7cef1606075a,,ivo://cadc.nrc.ca/CFHT?3020041/3020041g
caom:CFHT/3020041,CFHT,3020041,3020041o,188.38599999430858,-10.146222000145485,WASP-107,60433.2912592,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020041,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.29925593611,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,08f8ba25-8557-4279-9284-23ecebb5db2f,,ivo://cadc.nrc.ca/CFHT?3020041/3020041o
caom:CFHT/3020041,CFHT,3020041,3020041r,188.38599999430858,-10.146222000145485,WASP-107,60433.2912592,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020041,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.29925593704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,40ce81ab-cc92-4d13-a287-e0ada7635bda,,ivo://cadc.nrc.ca/CFHT?3020041/3020041r
caom:CFHT/3020040,CFHT,3020040,3020040g,188.3860000043086,-10.146222222112073,WASP-107,60433.283171296294,0.05,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020040,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.28990393518,image,,DRS,,science,,0,,2024-05-03T06:47:46.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,5e6b359b-c0c0-4f86-bdb0-eb31f44f4a4f,,ivo://cadc.nrc.ca/CFHT?3020040/3020040g
caom:CFHT/3020040,CFHT,3020040,3020040o,188.38599999430858,-10.146222000145485,WASP-107,60433.2831609,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020040,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.29115763611,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,c4a7bb02-7dbf-4cf2-9de6-9dceb136bab6,,ivo://cadc.nrc.ca/CFHT?3020040/3020040o
caom:CFHT/3020040,CFHT,3020040,3020040r,188.38599999430858,-10.146222000145485,WASP-107,60433.2831609,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020040,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.29115763704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,24de7552-dae0-4a73-940a-82e62376aca5,,ivo://cadc.nrc.ca/CFHT?3020040/3020040r
caom:CFHT/3020056,CFHT,3020056,3020056g,188.3860000043086,-10.146222222112073,WASP-107,60433.414143518516,0.049999999999999996,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020056,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.4209537037,image,,DRS,,science,,0,,2024-05-03T09:56:22.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,e4df90ae-8465-4d56-9739-ebe04d9b3710,,ivo://cadc.nrc.ca/CFHT?3020056/3020056g
caom:CFHT/3020056,CFHT,3020056,3020056o,188.38599999430858,-10.146222000145485,WASP-107,60433.4141437,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020056,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.42214043611,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,edeeade2-37f6-4155-ba63-c4ede1ad5464,,ivo://cadc.nrc.ca/CFHT?3020056/3020056o
caom:CFHT/3020056,CFHT,3020056,3020056r,188.38599999430858,-10.146222000145485,WASP-107,60433.4141437,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020056,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.42214043704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,6d903b0e-339d-43aa-ba50-539bb0a153f6,,ivo://cadc.nrc.ca/CFHT?3020056/3020056r
caom:CFHT/3020054,CFHT,3020054,3020054g,188.3860000043086,-10.146222222112073,WASP-107,60433.39778935185,0.05,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020054,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.404577546295,image,,DRS,,science,,0,,2024-05-03T09:32:49.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,6f1b2256-b2c6-4205-b638-1a7c689bb2eb,,ivo://cadc.nrc.ca/CFHT?3020054/3020054g
caom:CFHT/3020054,CFHT,3020054,3020054o,188.38599999430858,-10.146222000145485,WASP-107,60433.3977787,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020054,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.405775436106,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,59fbfd1d-7e5b-400d-900d-8d966181ca6b,,ivo://cadc.nrc.ca/CFHT?3020054/3020054o
caom:CFHT/3020054,CFHT,3020054,3020054r,188.38599999430858,-10.146222000145485,WASP-107,60433.3977787,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020054,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.40577543704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,4e743fd8-5ba5-4958-b1d6-1f82efcb04d5,,ivo://cadc.nrc.ca/CFHT?3020054/3020054r
caom:CFHT/3020055,CFHT,3020055,3020055g,188.3860000043086,-10.146222222112073,WASP-107,60433.406006944446,0.05,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020055,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.41277835648,image,,DRS,,science,,0,,2024-05-03T09:44:39.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,3179fe3f-fdd3-4bb3-a704-96b9a1eabd1b,,ivo://cadc.nrc.ca/CFHT?3020055/3020055g
caom:CFHT/3020055,CFHT,3020055,3020055o,188.38599999430858,-10.146222000145485,WASP-107,60433.4059958,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020055,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.41399253611,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,fcb4c879-3457-48aa-a7d7-08d48ec1cc6d,,ivo://cadc.nrc.ca/CFHT?3020055/3020055o
caom:CFHT/3020055,CFHT,3020055,3020055r,188.38599999430858,-10.146222000145485,WASP-107,60433.4059958,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020055,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.41399253704,spectrum,,,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,,,,,,,,,,ba48ca05-d22d-4e02-852a-62285c394c46,,ivo://cadc.nrc.ca/CFHT?3020055/3020055r
caom:CFHT/3020059,CFHT,3020059,3020059g,188.3860000043086,-10.146222222112073,WASP-107,60433.438796296294,0.05,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T00:00:00.000,3020059,9.55E-7,2.515E-6,1.2840038889419536E-7,polygon 188.38581798849202 -10.146401387172105 188.38581798869572 -10.14604305717208 188.38618201130424 -10.146043057172093 188.38618201150794 -10.14640138717209,1.2899880000000001,73000.0,60433.445546296294,image,,DRS,,science,,0,,2024-05-03T10:31:52.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,https://www.cfht.hawaii.edu/Instruments/SPIRou/SPIRou_pipeline.php,,STANDARD PIPELINE,CFHT,,,,,,c5131f12-385b-4880-b20b-0d3a0e5ebbe1,,ivo://cadc.nrc.ca/CFHT?3020059/3020059g
caom:CFHT/3020059,CFHT,3020059,3020059o,188.38599999430858,-10.146222000145485,WASP-107,60433.4387918,685.346,SPIRou,,1,OBJECT,24AF11,Florian Debras,2025-08-31T10:00:00.000,3020059,9.55E-7,2.515E-6,1.284003888976648E-7,polygon 188.38581798849214 -10.14640116494985 188.38581798869583 -10.146042834949853 188.3861820113041 -10.146042834949853 188.38618201150783 -10.14640116494985,1.2899880000000001,73000.0,60433.44678853611,spectrum,,fitspipe,,science,,0,,2024-05-03T06:45:02.000,drs,ATMOSPHERIX: Atmospheric Investigation of eXoplanets,,,,,,,Infrared|Optical,http://www.cfht.hawaii.edu/Instruments/SPIRou/,2.12 (Jul 26 2018),STANDARD PIPELINE,CFHT,24Ap03,,,,,71a3325d-c14d-4eb5-bd08-5bfa5af1ebd4,,ivo://cadc.nrc.ca/CFHT?3020059/3020059o
